"canonical_product_id","name","shop","date","original_price","promotion_price","match_status"
"prod_350ba040c014fdf1","Стиральная машина Gressel UWC301 белый","holodilnik","2026-09-17 15:25:41.616",33999,22299,"provisional"
"prod_350ba040c014fdf1","Стиральная машина Gressel UWC301 белый","holodilnik","2026-09-17 16:33:31.801",33999,22299,"provisional"
"prod_350ba040c014fdf1","Стиральная машина Gressel UWC301 белый","holodilnik","2026-09-17 16:43:32.607",33999,22299,"provisional"
"prod_37c024a322f359f8","Сыворотка для кожи вокруг глаз `AXIS-Y` с гиалуроновой кислотой и комплексом пептидов 10 мл","podruzhka","2026-09-17 15:05:41.608",2745,1177,"provisional"
"prod_37c024a322f359f8","Сыворотка для кожи вокруг глаз `AXIS-Y` с гиалуроновой кислотой и комплексом пептидов 10 мл","podruzhka","2026-09-17 15:15:47.450",2745,1177,"provisional"
"prod_37c024a322f359f8","Сыворотка для кожи вокруг глаз `AXIS-Y` с гиалуроновой кислотой и комплексом пептидов 10 мл","podruzhka","2026-09-17 15:25:51.640",2745,1177,"provisional"
"prod_37c024a322f359f8","Сыворотка для кожи вокруг глаз `AXIS-Y` с гиалуроновой кислотой и комплексом пептидов 10 мл","podruzhka","2026-09-17 16:33:44.878",2745,1177,"provisional"
"prod_3957c8186b2f7154","Зубная щетка JUICY LAB Magic Brush с ионами серебра, мягкая , 1 шт","lenta","2026-09-17 14:43:36.381",357.89,199.99,"provisional"
"prod_3957c8186b2f7154","Зубная щетка JUICY LAB Magic Brush с ионами серебра, мягкая , 1 шт","lenta","2026-09-17 14:54:51.613",357.89,199.99,"provisional"
"prod_3957c8186b2f7154","Зубная щетка JUICY LAB Magic Brush с ионами серебра, мягкая , 1 шт","lenta","2026-09-17 15:06:08.791",357.89,199.99,"provisional"
"prod_3957c8186b2f7154","Зубная щетка JUICY LAB Magic Brush с ионами серебра, мягкая , 1 шт","lenta","2026-09-17 15:17:30.247",357.89,199.99,"provisional"
"prod_3957c8186b2f7154","Зубная щетка JUICY LAB Magic Brush с ионами серебра, мягкая , 1 шт","lenta","2026-09-17 15:28:44.005",357.89,199.99,"provisional"
"prod_3957c8186b2f7154","Зубная щетка JUICY LAB Magic Brush с ионами серебра, мягкая , 1 шт","lenta","2026-09-17 16:37:26.697",357.89,199.99,"provisional"
